sku,product_num,product_color,product_size,total_each_sku,product_unit_price,order_date,order_id
401-Natural-M,401,Natural,M,1,43.22,2015/01/01,2115
101-Natural-L,101,Natural,L,1,45,2014/01/01,1798
202-Navy-L,202,Navy,L,1,69,2014/01/01,1798
501-Black-L,501,Black,L,1,62,2014/01/01,1400
1020-White-L,1020,White,L,3,10,2015/01/01,1842
1041-Black-L,1041,Black,L,1,80,2015/01/01,1842
202-Black-S,202,Black,S,1,69,2013/01/01,1247
601-Black-S,601,Black,S,1,62,2013/01/01,1247
701-Black-L,701,Black,L,1,65,2014/01/01,1793
802-White-L,802,White,L,1,71,2014/01/01,1793
301-Black-L,301,Black,L,1,62,2013/01/01,1153
301-White-L,301,White,L,2,62,2013/01/01,1153
302-Black-XL,302,Black,XL,1,69,2013/01/01,1219
501-Black-XL,501,Black,XL,1,62,2013/01/01,1219
701-Black-XL,701,Black,XL,1,65,2013/01/01,1298
802-White-XL,802,White,XL,1,71,2013/01/01,1298
202-White-M,202,White,M,1,69,2013/01/01,1197
402-Black-M,402,Black,M,1,69,2013/01/01,1197
202-Black-S,202,Black,S,1,69,2013/01/01,1195
302-Navy-S,302,Navy,S,1,69,2013/01/01,1195
202-Black-XS,202,Black,XS,1,69,2014/01/01,1459
302-Black-XS,302,Black,XS,1,69,2014/01/01,1459
601-Black-XS,601,Black,XS,2,62,2014/01/01,1459
601-White-XS,601,White,XS,1,62,2014/01/01,1459
1050-Black-S,1050,Black,S,2,99,2014/01/01,1551
1050-White-M,1050,White,M,1,99,2014/01/01,1551
1050-White-S,1050,White,S,2,99,2014/01/01,1551
402-White-L,402,White,L,1,69,2014/01/01,1720
101-Natural-XS,101,Natural,XS,2,31,2014/01/01,1354
1050-Black-M,1050,Black,M,1,99,2013/01/01,1273
202-Navy-S,202,Navy,S,1,69,2014/01/01,1503
401-White-XS,401,White,XS,1,62,2014/01/01,1506
301-Navy-S,301,Navy,S,1,62,2014/01/01,1506
301-Black-L,301,Black,L,1,62,2014/01/01,1467
301-White-S,301,White,S,1,62,2014/01/01,1468
401-Natural-S,401,Natural,S,1,62,2014/01/01,1468
401-White-XS,401,White,XS,1,62,2014/01/01,1521
301-White-XS,301,White,XS,1,62,2014/01/01,1545
302-White-XS,302,White,XS,1,69,2014/01/01,1545
402-Black-M,402,Black,M,1,69,2014/01/01,1522
402-White-M,402,White,M,1,69,2014/01/01,1522
402-Black-S,402,Black,S,1,69,2014/01/01,1612
2001-Black-S,2001,Black,S,1,86,2014/01/01,1612
301-Black-L,301,Black,L,1,62,2014/01/01,1470
2000-Black-L,2000,Black,L,1,99,2014/01/01,1470
2000-Navy-M,2000,Navy,M,2,101.87,2014/01/01,1547
301-Black-XL,301,Black,XL,1,62,2014/01/01,1457
301-Black-M,301,Black,M,1,62,2014/01/01,1502
402-Black-M,402,Black,M,1,80,2018/01/01,3390
402-White-M,402,White,M,1,80,2018/01/01,3390
802-White-M,802,White,M,2,84,2018/01/01,3390
802-Black-M,802,Black,M,2,84,2018/01/01,3390
9001-White-L,9001,White,L,1,84,2018/01/01,3386
2001-White-M,2001,White,M,1,99,2018/01/01,3393
402-Black-M,402,Black,M,1,80,2018/01/01,3385
401-Natural-M,401,Natural,M,1,35,2018/01/01,3385
202-Natural-S,202,Natural,S,1,71,2018/01/01,3392
201-Black-S,201,Black,S,1,74.09,2018/01/01,3392
401-Black-XL,401,Black,XL,2,72,2018/01/01,3387
701-Black-M,701,Black,M,1,79,2018/01/01,3407
801-SlateGray-M,801,SlateGray,M,1,79,2018/01/01,3407
802-ChiliPepperRed-M,802,ChiliPepperRed,M,1,84,2018/01/01,3388
802-FuchsiaPurple-M,802,FuchsiaPurple,M,1,84,2018/01/01,3388
402-Black-M,402,Black,M,1,80,2018/01/01,3389
501-White-M,501,White,M,1,72,2018/01/01,3389
402-White-M,402,White,M,1,80,2018/01/01,3389
202-Natural-M,202,Natural,M,1,66,2015/01/01,1910
202-Navy-M,202,Navy,M,1,66,2015/01/01,1910
501-White-L,501,White,L,1,62,2015/01/01,1901
1020-White-L,1020,White,L,1,10,2015/01/01,1901
901-Navy-L,901,Navy,L,1,55,2015/01/01,1913
202-Black-L,202,Black,L,1,69,2015/01/01,1905
202-White-L,202,White,L,1,69,2015/01/01,1905
202-Navy-S,202,Navy,S,1,66,2015/01/01,1900
202-Natural-S,202,Natural,S,1,71.05,2015/01/01,1919
202-Black-M,202,Black,M,1,74.28,2015/01/01,1919
901-Navy-M,901,Navy,M,1,55,2015/01/01,1911
202-Navy-L,202,Navy,L,1,66,2015/01/01,1914
202-White-M,202,White,M,1,69,2015/01/01,1908
202-Navy-M,202,Navy,M,1,66,2015/01/01,1908
2001-FuchsiaPurple-L,2001,FuchsiaPurple,L,1,99,2019/01/01,3726
2000-FuchsiaPurple-L,2000,FuchsiaPurple,L,1,118,2019/01/01,3726
301-Black-S,301,Black,S,1,67,2018/01/01,3352
401-Black-S,401,Black,S,1,67,2018/01/01,3352
501-Black-S,501,Black,S,1,67,2018/01/01,3352
501-White-M,501,White,M,1,67,2018/01/01,3352
401-White-S,401,White,S,1,67,2018/01/01,3352
301-Navy-M,301,Navy,M,1,67,2018/01/01,3352
402-SlateGray-S,402,SlateGray,S,1,74,2018/01/01,3352
302-Black-L,302,Black,L,1,71,2013/01/01,1092
601-Black-L,601,Black,L,2,63.8,2013/01/01,1092
601-Black-M,601,Black,M,1,63.8,2013/01/01,1092
1050-Black-XL,1050,Black,XL,1,101.87,2013/01/01,1092
1050-Black-L,1050,Black,L,1,101.87,2013/01/01,1092
1050-Black-M,1050,Black,M,1,101.87,2013/01/01,1092
802-Black-L,802,Black,L,1,73.06,2013/01/01,1092
901-Navy-M,901,Navy,M,1,59,2020/01/01,4076
2001-White-S,2001,White,S,1,86,2014/01/01,1466
1041-Black-S,1041,Black,S,1,80,2014/01/01,1466
1050-White-S,1050,White,S,1,45,2013/01/01,1176
1031-White-XL,1031,White,XL,5,10,2013/01/01,1187
1031-White-L,1031,White,L,3,10,2013/01/01,1187
1050-White-XL,1050,White,XL,1,45,2013/01/01,1181
1050-Black-S,1050,Black,S,1,75,2013/01/01,1178
601-White-XS,601,White,XS,1,63.8,2013/01/01,1180
802-Black-S,802,Black,S,1,73.06,2013/01/01,1180
101-Natural-L,101,Natural,L,2,31,2013/01/01,1185
301-Natural-L,301,Natural,L,1,50,2013/01/01,1185
302-Black-M,302,Black,M,1,59,2013/01/01,1182
1060-Black-M/L,1060,Black,M/L,1,50,2013/01/01,1182
1050-White-M,1050,White,M,1,45,2013/01/01,1182
402-Black-M,402,Black,M,1,69,2013/01/01,1179
402-White-M,402,White,M,1,69,2013/01/01,1179
402-Ivory-M,402,Ivory,M,1,80,2020/01/01,3986
230-Black-M,230,Black,M,1,80,2020/01/01,3987
401-Navy-L,401,Navy,L,1,74,2020/01/01,3985
201-White-L,201,White,L,1,74,2020/01/01,3985
202-White-S,202,White,S,1,69,2013/01/01,1107
402-Black-XS,402,Black,XS,1,69,2012/01/01,884
1020-Black-XS,1020,Black,XS,2,12,2013/01/01,1199
1031-Black-S,1031,Black,S,2,10,2013/01/01,1199
501-White-S,501,White,S,1,62,2012/01/01,1031
1030-Black-L,1030,Black,L,1,22,2012/01/01,1000
202-Natural-M,202,Natural,M,1,69,2013/01/01,1339
1020-Black-XS,1020,Black,XS,1,28,2012/01/01,1035
601-Black-M,601,Black,M,1,62,2013/01/01,1283
402-Black-L,402,Black,L,1,69,2013/01/01,1227
402-Black-S,402,Black,S,1,69,2012/01/01,885
1040-White-S,1040,White,S,1,82,2012/01/01,886
402-Navy-L,402,Navy,L,1,69,2013/01/01,1202
1031-Black-L,1031,Black,L,1,10,2013/01/01,1203
1031-Black-S,1031,Black,S,1,10,2013/01/01,1220
901-Navy-XL,901,Navy,XL,1,59,2020/01/01,4086
401-Natural-L,401,Natural,L,1,74,2020/01/01,4084
501-FuchsiaPurple-L,501,FuchsiaPurple,L,1,65,2020/01/01,4087
501-FuchsiaPurple-M,501,FuchsiaPurple,M,1,65,2020/01/01,4088
501-FuchsiaPurple-S,501,FuchsiaPurple,S,1,65,2020/01/01,4090
401-Ivory-M,401,Ivory,M,1,74,2020/01/01,4089
3000-Navy,3000,Navy,,1,49,2020/01/01,4091
402-White-S,402,White,S,1,80,2020/01/01,4102
202-White-L,202,White,L,1,80,2020/01/01,4269
802-White-M,802,White,M,1,86.44,2020/01/01,4268-1
802-Navy-M,802,Navy,M,1,86.44,2020/01/01,4268-1
202-Black-L,202,Black,L,1,82.33,2020/01/01,4268-2
802-Black-M,802,Black,M,1,71,2015/01/01,2219
802-Navy-M,802,Navy,M,1,71,2015/01/01,2219
402-White-M,402,White,M,1,74.28,2015/01/01,2208
402-White-M,402,White,M,1,69,2015/01/01,2207
302-Black-S,302,Black,S,1,69,2015/01/01,2230
802-White-M,802,White,M,1,71,2015/01/01,2212
802-Black-M,802,Black,M,1,71,2015/01/01,2238
1031-Black-M,1031,Black,M,1,8,2015/01/01,2232
401-Natural-S,401,Natural,S,1,43.22,2015/01/01,2249
202-Black-M,202,Black,M,1,69,2015/01/01,2270
501-Ivory-XL,501,Ivory,XL,1,62,2015/01/01,2205
501-Ivory-S,501,Ivory,S,1,62,2015/01/01,2224
402-Ivory-M,402,Ivory,M,1,69,2015/01/01,2224
501-Black-XS,501,Black,XS,1,63.8,2015/01/01,2255
230-Black-M,230,Black,M,1,71,2015/01/01,2255
402-White-M,402,White,M,1,69,2015/01/01,2215
202-Black-XS,202,Black,XS,1,69,2015/01/01,2214
302-Black-XS,302,Black,XS,1,69,2015/01/01,2214
402-Black-S,402,Black,S,1,74.28,2015/01/01,2220
402-White-S,402,White,S,1,74.28,2015/01/01,2220
402-White-S,402,White,S,1,69,2015/01/01,2231
802-Black-M,802,Black,M,1,71,2015/01/01,2261
402-Ivory-M,402,Ivory,M,1,69,2015/01/01,2261
1050-Black-M,1050,Black,M,1,101.87,2015/01/01,2242
401-Natural-M,401,Natural,M,1,43.22,2015/01/01,2242
802-White-L,802,White,L,1,71,2015/01/01,2204
802-Black-L,802,Black,L,1,71,2015/01/01,2204
802-White-M,802,White,M,2,71,2015/01/01,2240
1050-White-M,1050,White,M,1,99,2015/01/01,2245
1060-White-M/L,1060,White,M/L,1,49,2015/01/01,2245
301-White-L,301,White,L,1,62,2015/01/01,2254
402-Black-L,402,Black,L,1,69,2015/01/01,2254
901-Black-L,901,Black,L,1,45,2015/01/01,2254
402-Black-L,402,Black,L,1,69,2015/01/01,2210
402-White-L,402,White,L,1,69,2015/01/01,2210
1001-White-L,1001,White,L,1,62,2015/01/01,2210
402-Black-S,402,Black,S,1,69,2015/01/01,2217
402-Ivory-S,402,Ivory,S,1,69,2015/01/01,2217
302-Black-XS,302,Black,XS,1,69,2015/01/01,2226
302-White-XS,302,White,XS,1,69,2015/01/01,2226
402-Black-XS,402,Black,XS,1,69,2015/01/01,2226
402-Black-XS,402,Black,XS,1,69,2015/01/01,2244
402-Ivory-XS,402,Ivory,XS,1,69,2015/01/01,2244
402-Black-L,402,Black,L,2,69,2015/01/01,2257
802-White-S,802,White,S,2,71,2015/01/01,2250
802-Black-S,802,Black,S,1,71,2015/01/01,2250
402-Black-S,402,Black,S,1,69,2015/01/01,2223
402-Navy-S,402,Navy,S,1,69,2015/01/01,2223
402-Black-M,402,Black,M,4,69,2015/01/01,2234
401-White-L,401,White,L,1,62,2015/01/01,2225
402-White-L,402,White,L,1,69,2015/01/01,2225
802-White-L,802,White,L,1,71,2015/01/01,2225
802-Black-L,802,Black,L,1,71,2015/01/01,2225
202-Black-L,202,Black,L,2,69,2015/01/01,2243
402-Black-L,402,Black,L,2,69,2015/01/01,2243
302-Black-L,302,Black,L,1,69,2014/01/01,1710
402-Black-L,402,Black,L,1,71,2014/01/01,1688
402-Black-L,402,Black,L,1,69,2014/01/01,1659
802-Black-M,802,Black,M,1,73.06,2014/01/01,1762
301-Black-L,301,Black,L,1,62,2014/01/01,1655
202-Natural-XL,202,Natural,XL,1,69,2014/01/01,1666
301-Black-M,301,Black,M,1,62,2014/01/01,1639
402-Black-M,402,Black,M,1,69,2014/01/01,1639
230-Black-M,230,Black,M,1,69,2014/01/01,1634
230-White-M,230,White,M,1,69,2014/01/01,1634
202-Black-M,202,Black,M,2,69,2014/01/01,1652
202-Black-M,202,Black,M,1,69,2014/01/01,1633
802-Black-M,802,Black,M,1,71,2014/01/01,1633
802-Black-M,802,Black,M,1,71,2014/01/01,1629
402-Black-S,402,Black,S,1,74.26,2014/01/01,1662
802-Black-S,802,Black,S,1,76.41,2014/01/01,1662
802-White-S,802,White,S,2,71,2014/01/01,1631
501-Black-S,501,Black,S,1,62,2014/01/01,1661
1041-Black-S,1041,Black,S,1,80,2014/01/01,1661
230-Black-XL,230,Black,XL,1,69,2014/01/01,1628
1020-White-L,1020,White,L,1,10,2014/01/01,1648
301-Black-M,301,Black,M,1,62,2014/01/01,1679
401-Black-M,401,Black,M,1,62,2014/01/01,1679
202-Natural-L,202,Natural,L,1,69,2014/01/01,1650
202-Black-L,202,Black,L,1,69,2014/01/01,1650
402-Black-L,402,Black,L,1,69,2014/01/01,1650
302-Black-L,302,Black,L,1,69,2014/01/01,1640
802-Black-L,802,Black,L,2,71,2014/01/01,1640
2000-Navy-M,2000,Navy,M,1,99,2014/01/01,1627
802-White-L,802,White,L,1,71,2014/01/01,1651
802-Black-L,802,Black,L,1,71,2014/01/01,1651
402-Black-L,402,Black,L,1,74,2016/01/01,2575
802-Black-L,802,Black,L,1,76,2016/01/01,2575
501-Black-L,501,Black,L,1,67,2017/01/01,3014
802-Black-S,802,Black,S,1,90.42,2020/01/01,4181
901-Navy-S,901,Navy,S,1,63.51,2020/01/01,4181
230-Black-M,230,Black,M,1,82.32,2020/01/01,4185
402-Black-M,402,Black,M,1,69,2015/01/01,1891
402-White-M,402,White,M,1,69,2015/01/01,1891
402-Navy-M,402,Navy,M,1,69,2015/01/01,1891
302-Black-S,302,Black,S,1,69,2015/01/01,1890
301-Black-S,301,Black,S,1,62,2015/01/01,1890
301-White-S,301,White,S,1,62,2015/01/01,1890
501-White-S,501,White,S,1,62,2015/01/01,1890
1020-White-XS,1020,White,XS,4,9,2015/01/01,2104
802-White-S,802,White,S,1,76,2016/01/01,2824
302-Black-S,302,Black,S,1,74,2016/01/01,2870
301-Black-S,301,Black,S,1,67,2016/01/01,2870
202-White-S,202,White,S,1,74,2016/01/01,2870
301-White-S,301,White,S,1,67,2016/01/01,2870
302-White-S,302,White,S,1,74,2016/01/01,2870
501-Black-XS,501,Black,XS,1,67,2016/01/01,2870
501-Black-S,501,Black,S,1,67,2016/01/01,2870
601-Black-XS,601,Black,XS,1,72,2016/01/01,2870
601-White-S,601,White,S,1,72,2016/01/01,2870
501-White-XS,501,White,XS,1,67,2016/01/01,2870
501-Natural-XS,501,Natural,XS,1,39,2016/01/01,2870
201-Black-S,201,Black,S,3,67,2016/01/01,2835
201-White-S,201,White,S,3,67,2016/01/01,2835
402-Black-S,402,Black,S,3,74,2016/01/01,2835
501-Black-S,501,Black,S,1,67,2016/01/01,2835
501-White-S,501,White,S,1,67,2016/01/01,2835
402-White-S,402,White,S,2,74,2016/01/01,2835
202-Black-L,202,Black,L,1,74,2016/01/01,2832
201-Black-L,201,Black,L,1,67,2016/01/01,2832
202-Black-L,202,Black,L,1,76.15,2016/01/01,2827
202-White-L,202,White,L,1,76.15,2016/01/01,2827
402-Black-L,402,Black,L,1,74,2016/01/01,2826
1050-Black-L,1050,Black,L,1,105,2016/01/01,2826
402-White-L,402,White,L,1,74,2016/01/01,2826
802-White-XS,802,White,XS,1,76,2016/01/01,2823
802-White-S,802,White,S,2,76,2016/01/01,2823
802-Black-S,802,Black,S,1,76,2016/01/01,2823
501-White-L,501,White,L,1,62,2015/01/01,1851
302-Black-XS,302,Black,XS,1,69,2015/01/01,1850
230-Black-XS,230,Black,XS,1,69,2015/01/01,1856
402-Black-XS,402,Black,XS,1,69,2015/01/01,1871
230-White-M,230,White,M,1,71,2015/01/01,1873
402-Black-M,402,Black,M,1,69,2015/01/01,1874
202-Black-L,202,Black,L,1,69,2015/01/01,1876
802-Navy-M,802,Navy,M,1,71,2015/01/01,1847
401-Black-M,401,Black,M,1,62,2015/01/01,1872
401-White-M,401,White,M,1,62,2015/01/01,1872
802-Black-S,802,Black,S,1,71,2015/01/01,1861
401-Navy-S,401,Navy,S,1,62,2015/01/01,1861
802-White-L,802,White,L,1,71,2015/01/01,1849
802-Black-L,802,Black,L,1,71,2015/01/01,1849
301-White-M,301,White,M,1,62,2015/01/01,1863
230-White-M,230,White,M,1,69,2015/01/01,1863
601-White-M,601,White,M,1,62,2015/01/01,1870
501-White-M,501,White,M,1,62,2015/01/01,1870
401-White-M,401,White,M,1,62,2015/01/01,1864
202-Black-M,202,Black,M,1,71,2015/01/01,1844
302-White-M,302,White,M,1,71,2015/01/01,1844
402-Black-M,402,Black,M,3,69,2015/01/01,1865
402-Black-M,402,Black,M,1,69,2015/01/01,1869
402-Black-S,402,Black,S,1,69,2015/01/01,1860
302-Black-L,302,Black,L,1,74.28,2015/01/01,1848
402-Black-L,402,Black,L,1,74.28,2015/01/01,1848
2000-Black-L,2000,Black,L,1,106.57,2015/01/01,1848
202-Black-M,202,Black,M,1,69,2015/01/01,1875
401-Black-M,401,Black,M,1,62,2015/01/01,1875
501-Black-M,501,Black,M,2,62,2015/01/01,1875
501-White-M,501,White,M,1,62,2015/01/01,1875
230-SlateGray-S,230,SlateGray,S,1,80,2020/01/01,4205
402-Bluestone-XL,402,Bluestone,XL,1,80,2020/01/01,4202
402-ChiliPepperRed-XL,402,ChiliPepperRed,XL,1,80,2020/01/01,4202
202-White-M,202,White,M,1,80,2020/01/01,4216
202-Navy-M,202,Navy,M,1,80,2020/01/01,4216
801-SlateGray-M,801,SlateGray,M,1,79,2020/01/01,4204
801-White-M,801,White,M,2,79,2020/01/01,4204
9001-Black-S,9001,Black,S,1,86.44,2018/01/01,3593
802-SlateGray-S,802,SlateGray,S,1,84,2018/01/01,3598
802-SlateGray-XS,802,SlateGray,XS,1,84,2018/01/01,3592
3000-SlateGray-OneSize,3000,SlateGray,OneSize,1,56,2018/01/01,3592
401-Black-L,401,Black,L,1,74.09,2018/01/01,3591
402-Black-L,402,Black,L,1,82.33,2018/01/01,3591
402-White-L,402,White,L,2,80,2018/01/01,3594
202-Navy-XL,202,Navy,XL,1,80,2020/01/01,4187
402-Navy-S,402,Navy,S,1,80,2020/01/01,4190
202-Navy-L,202,Navy,L,1,80,2020/01/01,4193
302-Black-XL,302,Black,XL,1,80,2020/01/01,4194
402-Black-M,402,Black,M,1,80,2020/01/01,4195
601-White-M,601,White,M,1,68,2020/01/01,4195
401-Ivory-L,401,Ivory,L,1,74,2020/01/01,4186
802-Bluestone-L,802,Bluestone,L,1,84,2020/01/01,4186
402-Black-M,402,Black,M,1,80,2020/01/01,4192
402-White-M,402,White,M,1,80,2020/01/01,4192
202-Navy-L,202,Navy,L,1,80,2020/01/01,4197
202-Black-L,202,Black,L,1,80,2020/01/01,4197
802-Navy-S,802,Navy,S,1,84,2020/01/01,4189
802-Bluestone-S,802,Bluestone,S,1,84,2020/01/01,4189
802-Black-XL,802,Black,XL,1,84,2020/01/01,4188
802-Ivory-XL,802,Ivory,XL,1,84,2020/01/01,4188
3000-Ivory,3000,Ivory,,1,49,2020/01/01,4188
202-Black-M,202,Black,M,1,80,2019/01/01,3776
230-Black-S,230,Black,S,1,80,2019/01/01,3901
302-Black-S,302,Black,S,1,80,2019/01/01,3901
401-Black-XL,401,Black,XL,1,72,2018/01/01,3522
1050-Black-L,1050,Black,L,1,109,2018/01/01,3522
1031-Black-M,1031,Black,M,1,8,2017/01/01,2970
901-Black-M,901,Black,M,1,45,2017/01/01,2970
302-Black-S,302,Black,S,1,69,2015/01/01,2296
1050-Black-L,1050,Black,L,1,99,2015/01/01,2262
101-Natural-L,101,Natural,L,1,39,2015/01/01,2297
301-Black-L,301,Black,L,1,62,2015/01/01,2297
802-Navy-M,802,Navy,M,1,71,2015/01/01,2286
9001-White-XL,9001,White,XL,2,72.13,2015/01/01,2283
230-Black-M,230,Black,M,1,69,2015/01/01,2305
230-White-M,230,White,M,1,69,2015/01/01,2305
302-Black-M,302,Black,M,1,71,2015/01/01,2289
802-Black-M,802,Black,M,1,73.06,2015/01/01,2289
202-Black-XS,202,Black,XS,1,69,2015/01/01,2298
802-Black-XS,802,Black,XS,1,71,2015/01/01,2298
802-White-S,802,White,S,1,71,2015/01/01,2287
802-Black-S,802,Black,S,1,71,2015/01/01,2287
802-Black-XS,802,Black,XS,1,71,2015/01/01,2291
802-Ivory-XS,802,Ivory,XS,1,71,2015/01/01,2291
501-Navy-M,501,Navy,M,1,50,2015/01/01,2281
1001-Black-M,1001,Black,M,1,62,2015/01/01,2285
9001-White-L,9001,White,L,1,67,2015/01/01,2285
402-Black-XL,402,Black,XL,1,69,2015/01/01,2282
501-Black-XL,501,Black,XL,1,62,2015/01/01,2282
9001-White-L,9001,White,L,1,67,2015/01/01,2282
202-Black-M,202,Black,M,1,69,2015/01/01,2300
301-Natural-L,301,Natural,L,1,42,2015/01/01,2307
501-White-XS,501,White,XS,1,62,2014/01/01,1709
202-Java-XS,202,Java,XS,1,69,2014/01/01,1726
402-Navy-S,402,Navy,S,1,71,2014/01/01,1749
402-Black-L,402,Black,L,1,74.26,2014/01/01,1784
202-Navy-XL,202,Navy,XL,1,69,2014/01/01,1671
202-Natural-M,202,Natural,M,1,69,2014/01/01,1672
202-Black-S,202,Black,S,1,69,2014/01/01,1678
802-Black-M,802,Black,M,1,71,2014/01/01,1680
1041-Black-L,1041,Black,L,1,80,2014/01/01,1789
1050-Black-S,1050,Black,S,1,101.87,2014/01/01,1724
202-Black-L,202,Black,L,2,69,2014/01/01,1753
202-Black-XS,202,Black,XS,1,71,2014/01/01,1760
202-White-XS,202,White,XS,1,71,2014/01/01,1760
202-Black-S,202,Black,S,1,69,2014/01/01,1791
202-Black-M,202,Black,M,1,69,2014/01/01,1796
230-Black-L,230,Black,L,1,69,2014/01/01,1796
402-Black-M,402,Black,M,1,69,2014/01/01,1674
802-Black-L,802,Black,L,2,71,2014/01/01,1771
1050-Black-M,1050,Black,M,1,99,2014/01/01,1728
802-Black-M,802,Black,M,1,71,2014/01/01,1728
101-Natural-XS,101,Natural,XS,1,45,2014/01/01,1766
230-Black-XS,230,Black,XS,2,69,2014/01/01,1766
601-White-M,601,White,M,2,62,2014/01/01,1714
601-White-M,601,White,M,1,62,2014/01/01,1754
701-Black-L,701,Black,L,1,65,2014/01/01,1754
401-Black-L,401,Black,L,1,62,2014/01/01,1752
401-Navy-L,401,Navy,L,1,62,2014/01/01,1752
402-Black-L,402,Black,L,1,69,2014/01/01,1668
402-Black-S,402,Black,S,2,69,2014/01/01,1682
802-Black-S,802,Black,S,1,71,2014/01/01,1682
802-Black-M,802,Black,M,1,71,2014/01/01,1617
101-Natural-L,101,Natural,L,1,45,2014/01/01,1681
802-Black-L,802,Black,L,1,71,2014/01/01,1681
202-Navy-XS,202,Navy,XS,1,69,2014/01/01,1758
230-Black-XS,230,Black,XS,1,69,2014/01/01,1758
202-Black-S,202,Black,S,1,69,2014/01/01,1669
802-Black-S,802,Black,S,1,71,2014/01/01,1669
302-Black-M,302,Black,M,1,69,2014/01/01,1757
802-White-M,802,White,M,1,71,2014/01/01,1757
802-Black-M,802,Black,M,1,71,2014/01/01,1757
202-Black-S,202,Black,S,1,69,2014/01/01,1716
402-Black-XS,402,Black,XS,2,69,2014/01/01,1716
701-Black-M,701,Black,M,1,65,2014/01/01,1797
901-Black-M,901,Black,M,1,62,2014/01/01,1797
402-Navy-M,402,Navy,M,1,69,2014/01/01,1797
401-Navy-M,401,Navy,M,1,62,2014/01/01,1797
230-Black-S,230,Black,S,1,71,2014/01/01,1756-1
230-Black-M,230,Black,M,1,71,2014/01/01,1756-1
202-Natural-S,202,Natural,S,1,71,2014/01/01,1756-2
230-Black-M,230,Black,M,1,71,2014/01/01,1756-2
802-Black-S,802,Black,S,1,84,2020/01/01,3978
601-White-S,601,White,S,1,69.98,2020/01/01,3974
601-White-L,601,White,L,1,69.98,2020/01/01,3974
601-White-M,601,White,M,1,77.51,2017/01/01,3112
901-Black-M,901,Black,M,1,41.98,2017/01/01,3112
402-Black-XL,402,Black,XL,1,65,2012/01/01,856
402-White-XL,402,White,XL,1,65,2012/01/01,856
202-Black-S,202,Black,S,1,69,2012/01/01,935
302-Black-M,302,Black,M,1,71,2012/01/01,891
802-Black-S,802,Black,S,1,71,2012/01/01,911
202-Natural-S,202,Natural,S,1,69,2012/01/01,910
202-Natural-M,202,Natural,M,1,69,2012/01/01,910
202-Black-S,202,Black,S,1,69,2012/01/01,910
202-Black-M,202,Black,M,1,69,2012/01/01,910
201-Black-S,201,Black,S,1,62,2012/01/01,910
201-Black-M,201,Black,M,1,62,2012/01/01,910
302-Black-S,302,Black,S,1,69,2012/01/01,910
302-Black-M,302,Black,M,1,69,2012/01/01,910
301-Black-S,301,Black,S,1,62,2012/01/01,910
301-Black-M,301,Black,M,1,62,2012/01/01,910
202-Navy-S,202,Navy,S,1,69,2012/01/01,910
202-Navy-M,202,Navy,M,1,69,2012/01/01,910
402-Black-M,402,Black,M,1,69,2012/01/01,995
202-Natural-M,202,Natural,M,1,69,2012/01/01,936
802-Black-M,802,Black,M,1,71,2012/01/01,936
302-Black-M,302,Black,M,1,71,2012/01/01,999
1050-Black-S,1050,Black,S,1,101.87,2012/01/01,999
202-Black-M,202,Black,M,1,69,2012/01/01,937
701-Black-S,701,Black,S,1,65,2012/01/01,863
802-Black-S,802,Black,S,1,71,2012/01/01,863
202-Black-L,202,Black,L,2,69,2012/01/01,912
402-White-XS,402,White,XS,1,69,2012/01/01,938
202-Black-S,202,Black,S,1,74.26,2012/01/01,914
302-White-S,302,White,S,2,69,2012/01/01,916
402-Black-XL,402,Black,XL,2,69,2012/01/01,915
701-Black-M,701,Black,M,1,65,2012/01/01,1004
802-Black-M,802,Black,M,1,71,2012/01/01,1004
202-Black-S,202,Black,S,2,71,2012/01/01,1005
202-Black-M,202,Black,M,3,71,2012/01/01,1005
402-Black-S,402,Black,S,1,69,2012/01/01,917
402-White-S,402,White,S,1,69,2012/01/01,917
302-White-S,302,White,S,1,69,2012/01/01,968
202-Black-S,202,Black,S,1,69,2012/01/01,970
202-White-S,202,White,S,1,69,2012/01/01,970
202-Navy-S,202,Navy,S,1,69,2012/01/01,970
401-White-L,401,White,L,1,66.72,2013/01/01,1036
401-Natural-L,401,Natural,L,1,66.72,2013/01/01,1036
202-Black-S,202,Black,S,1,69,2013/01/01,1050
201-Black-M,201,Black,M,1,62,2013/01/01,1050
402-Black-M,402,Black,M,1,69,2013/01/01,1050
202-White-S,202,White,S,1,69,2013/01/01,1097
802-Black-S,802,Black,S,1,71,2013/01/01,1097
202-Natural-XL,202,Natural,XL,1,69,2013/01/01,1158
202-Black-XL,202,Black,XL,1,69,2013/01/01,1158
202-White-XL,202,White,XL,1,69,2013/01/01,1158
201-White-M,201,White,M,1,62,2013/01/01,1205
501-Black-M,501,Black,M,1,62,2013/01/01,1205
601-Black-M,601,Black,M,1,62,2013/01/01,1205
501-White-M,501,White,M,1,62,2013/01/01,1205
501-White-L,501,White,L,1,62,2013/01/01,1205
802-White-XL,802,White,XL,4,71,2013/01/01,1098
802-Black-XL,802,Black,XL,3,71,2013/01/01,1098
202-Navy-XL,202,Navy,XL,1,69,2013/01/01,1059
201-Black-L,201,Black,L,2,62,2013/01/01,1173
201-White-L,201,White,L,2,62,2013/01/01,1173
402-Black-L,402,Black,L,1,74.26,2013/01/01,1172
